window_end_date,correlation_value,pair_name,window_length_days
2021-07-04,0.2776353977992743,BTC-USD vs SPY,90
2021-07-05,0.228327118114439,BTC-USD vs SPY,90
2021-07-06,0.22233390320253543,BTC-USD vs SPY,90
2021-07-07,0.24789535338569862,BTC-USD vs SPY,90
2021-07-08,0.24299455990607643,BTC-USD vs SPY,90
2021-07-09,0.2516277052610738,BTC-USD vs SPY,90
2021-07-12,0.25680516591972785,BTC-USD vs SPY,90
2021-07-13,0.24114142612525488,BTC-USD vs SPY,90
2021-07-14,0.23848642210627524,BTC-USD vs SPY,90
2021-07-15,0.2326530567402256,BTC-USD vs SPY,90
2021-07-16,0.2332727656876703,BTC-USD vs SPY,90
2021-07-19,0.2504340185058661,BTC-USD vs SPY,90
2021-07-20,0.23449752812277475,BTC-USD vs SPY,90
2021-07-21,0.2462230418745947,BTC-USD vs SPY,90
2021-07-22,0.24460671873340542,BTC-USD vs SPY,90
2021-07-23,0.2579910084088092,BTC-USD vs SPY,90
2021-07-26,0.27252085323503233,BTC-USD vs SPY,90
2021-07-27,0.26234465170038834,BTC-USD vs SPY,90
2021-07-28,0.25535194955405854,BTC-USD vs SPY,90
2021-07-29,0.25843938815622075,BTC-USD vs SPY,90
2021-07-30,0.21651861555528765,BTC-USD vs SPY,90
2021-08-02,0.22055213754905253,BTC-USD vs SPY,90
2021-08-03,0.21692098933966592,BTC-USD vs SPY,90
2021-08-04,0.20575404268429162,BTC-USD vs SPY,90
2021-08-05,0.2118505435734978,BTC-USD vs SPY,90
2021-08-06,0.20939600734000954,BTC-USD vs SPY,90
2021-08-07,0.20632857169242788,BTC-USD vs SPY,90
2021-08-08,0.2075403547987772,BTC-USD vs SPY,90
2021-08-09,0.1985082755205702,BTC-USD vs SPY,90
2021-08-10,0.19897406536838705,BTC-USD vs SPY,90
2021-08-11,0.19889049155083832,BTC-USD vs SPY,90
2021-08-12,0.19408740491590654,BTC-USD vs SPY,90
2021-08-13,0.1931669795794077,BTC-USD vs SPY,90
2021-08-16,0.19278190473073076,BTC-USD vs SPY,90
2021-08-17,0.20102381439886494,BTC-USD vs SPY,90
2021-08-18,0.19608433562208602,BTC-USD vs SPY,90
2021-08-19,0.20242244554401492,BTC-USD vs SPY,90
2021-08-20,0.2302183810380503,BTC-USD vs SPY,90
2021-08-23,0.21981862184545603,BTC-USD vs SPY,90
2021-08-24,0.22536939935064196,BTC-USD vs SPY,90
2021-08-25,0.22718086485763958,BTC-USD vs SPY,90
2021-08-26,0.23604169800553199,BTC-USD vs SPY,90
2021-08-27,0.24622179228415694,BTC-USD vs SPY,90
2021-08-30,0.24629950765399608,BTC-USD vs SPY,90
2021-08-31,0.2718489102426535,BTC-USD vs SPY,90
2021-09-01,0.2701503556405326,BTC-USD vs SPY,90
2021-09-02,0.2596341682394045,BTC-USD vs SPY,90
2021-09-03,0.26351509017881797,BTC-USD vs SPY,90
2021-09-07,0.27885246930652086,BTC-USD vs SPY,90
2021-09-08,0.27712541421644865,BTC-USD vs SPY,90
2021-09-09,0.26470429943380885,BTC-USD vs SPY,90
2021-09-10,0.280837232790851,BTC-USD vs SPY,90
2021-09-13,0.1981410016246906,BTC-USD vs SPY,90
2021-09-14,0.183967023353021,BTC-USD vs SPY,90
2021-09-15,0.19387043302596024,BTC-USD vs SPY,90
2021-09-16,0.1879012496307267,BTC-USD vs SPY,90
2021-09-17,0.18463218128671588,BTC-USD vs SPY,90
2021-09-20,0.2285215744206533,BTC-USD vs SPY,90
2021-09-21,0.19429108778140944,BTC-USD vs SPY,90
2021-09-22,0.21570904939170396,BTC-USD vs SPY,90
2021-09-23,0.1888659078958726,BTC-USD vs SPY,90
2021-09-24,0.18478008670260132,BTC-USD vs SPY,90
2021-09-27,0.1866808866123689,BTC-USD vs SPY,90
2021-09-28,0.19767091371240195,BTC-USD vs SPY,90
2021-09-29,0.2055366185500033,BTC-USD vs SPY,90
2021-09-30,0.17121176089844897,BTC-USD vs SPY,90
2021-10-01,0.20608023732146896,BTC-USD vs SPY,90
2021-10-04,0.19942234690540017,BTC-USD vs SPY,90
2021-10-05,0.23745783114209967,BTC-USD vs SPY,90
2021-10-06,0.24367847619524285,BTC-USD vs SPY,90
2021-10-07,0.23118892115770456,BTC-USD vs SPY,90
2021-10-08,0.2496405387524379,BTC-USD vs SPY,90
2021-10-11,0.23635458995874936,BTC-USD vs SPY,90
2021-10-12,0.23798079350604373,BTC-USD vs SPY,90
2021-10-13,0.23845806092207958,BTC-USD vs SPY,90
2021-10-14,0.22851685999160015,BTC-USD vs SPY,90
2021-10-15,0.23391728303272144,BTC-USD vs SPY,90
2021-10-18,0.23384510384108487,BTC-USD vs SPY,90
2021-10-19,0.20742195280759315,BTC-USD vs SPY,90
2021-10-20,0.2875658740415637,BTC-USD vs SPY,90
2021-10-21,0.27637006345867215,BTC-USD vs SPY,90
2021-10-22,0.2811624788545804,BTC-USD vs SPY,90
2021-10-25,0.28169228858928014,BTC-USD vs SPY,90
2021-10-26,0.299010357957174,BTC-USD vs SPY,90
2021-10-27,0.3052669721246323,BTC-USD vs SPY,90
2021-10-28,0.3142298184121415,BTC-USD vs SPY,90
2021-10-29,0.31569018950406785,BTC-USD vs SPY,90
2021-11-01,0.3280959557197023,BTC-USD vs SPY,90
2021-11-02,0.3322537853074609,BTC-USD vs SPY,90
2021-11-03,0.32963029014447665,BTC-USD vs SPY,90
2021-11-04,0.323590438585482,BTC-USD vs SPY,90
2021-11-05,0.32299970221596647,BTC-USD vs SPY,90
2021-11-08,0.3200722229941273,BTC-USD vs SPY,90
2021-11-09,0.3244145032616531,BTC-USD vs SPY,90
2021-11-10,0.3243027046357033,BTC-USD vs SPY,90
2021-11-11,0.31990627085415413,BTC-USD vs SPY,90
2021-11-12,0.31965683005641443,BTC-USD vs SPY,90
2021-11-15,0.31668222116779515,BTC-USD vs SPY,90
2021-11-16,0.3043407851288849,BTC-USD vs SPY,90
2021-11-17,0.2999018936886753,BTC-USD vs SPY,90
2021-11-18,0.28513887685495465,BTC-USD vs SPY,90
2021-11-19,0.2692941879246369,BTC-USD vs SPY,90
2021-11-22,0.30566410584175646,BTC-USD vs SPY,90
2021-11-23,0.29046105630832475,BTC-USD vs SPY,90
2021-11-24,0.2892279840478111,BTC-USD vs SPY,90
2021-11-26,0.3398285267656731,BTC-USD vs SPY,90
2021-11-29,0.3355661529977892,BTC-USD vs SPY,90
2021-11-30,0.3504183828392246,BTC-USD vs SPY,90
2021-12-01,0.3447153420976448,BTC-USD vs SPY,90
2021-12-02,0.3288311161964928,BTC-USD vs SPY,90
2021-12-03,0.355534654328746,BTC-USD vs SPY,90
2021-12-06,0.3583516120564353,BTC-USD vs SPY,90
2021-12-07,0.3543973225126865,BTC-USD vs SPY,90
2021-12-08,0.3652078812338955,BTC-USD vs SPY,90
2021-12-09,0.3711204748751483,BTC-USD vs SPY,90
2021-12-10,0.366423333505871,BTC-USD vs SPY,90
2021-12-13,0.38358833010116616,BTC-USD vs SPY,90
2021-12-14,0.3705813973605167,BTC-USD vs SPY,90
2021-12-15,0.3761740661211461,BTC-USD vs SPY,90
2021-12-16,0.3810544837154457,BTC-USD vs SPY,90
2021-12-17,0.3878097970013318,BTC-USD vs SPY,90
2021-12-20,0.3852632066126008,BTC-USD vs SPY,90
2021-12-21,0.4035192971166243,BTC-USD vs SPY,90
2021-12-22,0.40111215684824375,BTC-USD vs SPY,90
2021-12-23,0.401745717214125,BTC-USD vs SPY,90
2021-12-27,0.40030595404487124,BTC-USD vs SPY,90
2021-12-28,0.40062120165607984,BTC-USD vs SPY,90
2021-12-29,0.39266525042390316,BTC-USD vs SPY,90
2021-12-30,0.3897495202411654,BTC-USD vs SPY,90
2021-12-31,0.39356277247902255,BTC-USD vs SPY,90
2022-01-03,0.38962358623010057,BTC-USD vs SPY,90
2022-01-04,0.3843311886531008,BTC-USD vs SPY,90
2022-01-05,0.39382360704680647,BTC-USD vs SPY,90
2022-01-06,0.40032703607477105,BTC-USD vs SPY,90
2022-01-07,0.40339891272542105,BTC-USD vs SPY,90
2022-01-10,0.405287448817039,BTC-USD vs SPY,90
2022-01-11,0.40866111750068157,BTC-USD vs SPY,90
2022-01-12,0.41027649404520555,BTC-USD vs SPY,90
2022-01-13,0.4211008641021691,BTC-USD vs SPY,90
2022-01-14,0.4204269173853441,BTC-USD vs SPY,90
2022-01-18,0.40967027079190577,BTC-USD vs SPY,90
2022-01-19,0.40625118170369895,BTC-USD vs SPY,90
2022-01-20,0.41245435981237605,BTC-USD vs SPY,90
2022-01-21,0.4608323956668448,BTC-USD vs SPY,90
2022-01-24,0.4583146784905575,BTC-USD vs SPY,90
2022-01-25,0.4497579360029503,BTC-USD vs SPY,90
2022-01-26,0.4519241677711331,BTC-USD vs SPY,90
2022-01-27,0.42332593522460865,BTC-USD vs SPY,90
2022-01-28,0.42346271330643087,BTC-USD vs SPY,90
2022-01-31,0.41476869139947015,BTC-USD vs SPY,90
2022-02-01,0.4081627027083077,BTC-USD vs SPY,90
2022-02-02,0.39441516505319874,BTC-USD vs SPY,90
2022-02-03,0.37052951026579967,BTC-USD vs SPY,90
2022-02-04,0.35892253277762354,BTC-USD vs SPY,90
2022-02-07,0.3529427432020844,BTC-USD vs SPY,90
2022-02-08,0.38253530259035745,BTC-USD vs SPY,90
2022-02-09,0.3656208829504599,BTC-USD vs SPY,90
2022-02-10,0.38275312103163195,BTC-USD vs SPY,90
2022-02-11,0.37853529846368766,BTC-USD vs SPY,90
2022-02-14,0.37731018258247734,BTC-USD vs SPY,90
2022-02-15,0.40193514115964174,BTC-USD vs SPY,90
2022-02-16,0.401920494235891,BTC-USD vs SPY,90
2022-02-17,0.4492645805821103,BTC-USD vs SPY,90
2022-02-18,0.4492590125210348,BTC-USD vs SPY,90
2022-02-22,0.43018710382525144,BTC-USD vs SPY,90
2022-02-23,0.4382999316277353,BTC-USD vs SPY,90
2022-02-24,0.4419213488370808,BTC-USD vs SPY,90
2022-02-25,0.44774790416200105,BTC-USD vs SPY,90
2022-02-28,0.39198768077846996,BTC-USD vs SPY,90
2022-03-01,0.37134287750029765,BTC-USD vs SPY,90
2022-03-02,0.3700273770557871,BTC-USD vs SPY,90
2022-03-03,0.3723047798332407,BTC-USD vs SPY,90
2022-03-04,0.37513106686567244,BTC-USD vs SPY,90
2022-03-07,0.36920720627128045,BTC-USD vs SPY,90
2022-03-08,0.3625142946997671,BTC-USD vs SPY,90
2022-03-09,0.39291597005726203,BTC-USD vs SPY,90
2022-03-10,0.3927153802242786,BTC-USD vs SPY,90
2022-03-11,0.39416597133342335,BTC-USD vs SPY,90
2022-03-14,0.37895009904125115,BTC-USD vs SPY,90
2022-03-15,0.36925556248356256,BTC-USD vs SPY,90
2022-03-16,0.38885525496824075,BTC-USD vs SPY,90
2022-03-17,0.3866374212243595,BTC-USD vs SPY,90
2022-03-18,0.39451519174491867,BTC-USD vs SPY,90
2022-03-21,0.39432851649201844,BTC-USD vs SPY,90
2022-03-22,0.39780001572010987,BTC-USD vs SPY,90
2022-03-23,0.39053935791143535,BTC-USD vs SPY,90
2022-03-24,0.39838360350067836,BTC-USD vs SPY,90
2022-03-25,0.40044518673020374,BTC-USD vs SPY,90
2022-03-28,0.4103864143503569,BTC-USD vs SPY,90
2022-03-29,0.4111418258521123,BTC-USD vs SPY,90
2022-03-30,0.42076352521484633,BTC-USD vs SPY,90
2022-03-31,0.4282004056956439,BTC-USD vs SPY,90
2022-04-01,0.42920235463597844,BTC-USD vs SPY,90
2022-04-04,0.42939622019275336,BTC-USD vs SPY,90
2022-04-05,0.43319716652888896,BTC-USD vs SPY,90
2022-04-06,0.41431072285886644,BTC-USD vs SPY,90
2022-04-07,0.41420173884200945,BTC-USD vs SPY,90
2022-04-08,0.41366744252224263,BTC-USD vs SPY,90
2022-04-11,0.43135795809236116,BTC-USD vs SPY,90
2022-04-12,0.43708763537626183,BTC-USD vs SPY,90
2022-04-13,0.43679507097253584,BTC-USD vs SPY,90
2022-04-14,0.4373822737048817,BTC-USD vs SPY,90
2022-04-18,0.44263873905249546,BTC-USD vs SPY,90
2022-04-19,0.44512246866025945,BTC-USD vs SPY,90
2022-04-20,0.442896704515742,BTC-USD vs SPY,90
2022-04-21,0.44988435058400184,BTC-USD vs SPY,90
2022-04-22,0.4463635766515249,BTC-USD vs SPY,90
2022-04-25,0.4564933305654449,BTC-USD vs SPY,90
2022-04-26,0.4754719953574671,BTC-USD vs SPY,90
2022-04-27,0.4740147416545642,BTC-USD vs SPY,90
2022-04-28,0.4662375060552065,BTC-USD vs SPY,90
2022-04-29,0.4716758769899252,BTC-USD vs SPY,90
2022-05-02,0.4617980879298235,BTC-USD vs SPY,90
2022-05-03,0.46118632634245355,BTC-USD vs SPY,90
2022-05-04,0.47613526276653373,BTC-USD vs SPY,90
2022-05-05,0.5078874653261163,BTC-USD vs SPY,90
2022-05-06,0.5166588268324607,BTC-USD vs SPY,90
2022-05-09,0.5491140152965509,BTC-USD vs SPY,90
2022-05-10,0.5502292373891691,BTC-USD vs SPY,90
2022-05-11,0.5567865980160056,BTC-USD vs SPY,90
2022-05-12,0.5605634441158346,BTC-USD vs SPY,90
2022-05-13,0.5576029377104107,BTC-USD vs SPY,90
2022-05-16,0.5482328244384601,BTC-USD vs SPY,90
2022-05-17,0.5496941637336636,BTC-USD vs SPY,90
2022-05-18,0.564000506419612,BTC-USD vs SPY,90
2022-05-19,0.5528740474831588,BTC-USD vs SPY,90
2022-05-20,0.5470256673075017,BTC-USD vs SPY,90
2022-05-23,0.5254503585507481,BTC-USD vs SPY,90
2022-05-24,0.5192094936690446,BTC-USD vs SPY,90
2022-05-25,0.5175366588963222,BTC-USD vs SPY,90
2022-05-26,0.5135978942535845,BTC-USD vs SPY,90
2022-05-27,0.49680901306854,BTC-USD vs SPY,90
2022-05-31,0.49434391043363857,BTC-USD vs SPY,90
2022-06-01,0.483037980220254,BTC-USD vs SPY,90
2022-06-02,0.4856134897312358,BTC-USD vs SPY,90
2022-06-03,0.4918776387303687,BTC-USD vs SPY,90
2022-06-06,0.49046946357372295,BTC-USD vs SPY,90
2022-06-07,0.4896537761721984,BTC-USD vs SPY,90
2022-06-08,0.4919394073235948,BTC-USD vs SPY,90
2022-06-09,0.4853317027122184,BTC-USD vs SPY,90
2022-06-10,0.49015569613036175,BTC-USD vs SPY,90
2022-06-13,0.5407088431758414,BTC-USD vs SPY,90
2022-06-14,0.5513466314385569,BTC-USD vs SPY,90
2022-06-15,0.5664371562668012,BTC-USD vs SPY,90
2022-06-16,0.589205538393643,BTC-USD vs SPY,90
2022-06-17,0.588657836104174,BTC-USD vs SPY,90
2022-06-21,0.5854366377028624,BTC-USD vs SPY,90
2022-06-22,0.5838429320730345,BTC-USD vs SPY,90
2022-06-23,0.5854505771459851,BTC-USD vs SPY,90
2022-06-24,0.5800047784306874,BTC-USD vs SPY,90
2022-06-27,0.5742857951654807,BTC-USD vs SPY,90
2022-06-28,0.5748114994854224,BTC-USD vs SPY,90
2022-06-29,0.5663508862175011,BTC-USD vs SPY,90
2022-06-30,0.5659487853513925,BTC-USD vs SPY,90
2022-07-01,0.5678107673180027,BTC-USD vs SPY,90
2022-07-05,0.566440521831845,BTC-USD vs SPY,90
2022-07-06,0.5628050012101066,BTC-USD vs SPY,90
2022-07-07,0.5654963440470129,BTC-USD vs SPY,90
2022-07-08,0.6165470125429587,BTC-USD vs SPY,90
2022-07-11,0.633181029986978,BTC-USD vs SPY,90
2022-07-12,0.6400159126918613,BTC-USD vs SPY,90
2022-07-13,0.6288154667159843,BTC-USD vs SPY,90
2022-07-14,0.6309768115172643,BTC-USD vs SPY,90
2022-07-15,0.6404641484156137,BTC-USD vs SPY,90
2022-07-18,0.6144995694435802,BTC-USD vs SPY,90
2022-07-19,0.6067930484167597,BTC-USD vs SPY,90
2022-07-20,0.6090909457346939,BTC-USD vs SPY,90
2022-07-21,0.6079235672960267,BTC-USD vs SPY,90
2022-07-22,0.6235047615974015,BTC-USD vs SPY,90
2022-07-25,0.6236685170009583,BTC-USD vs SPY,90
2022-07-26,0.6124795164426337,BTC-USD vs SPY,90
2022-07-27,0.6289918391203143,BTC-USD vs SPY,90
2022-07-28,0.6310770584613792,BTC-USD vs SPY,90
2022-07-29,0.6288725861453685,BTC-USD vs SPY,90
2022-08-01,0.625569841334914,BTC-USD vs SPY,90
2022-08-02,0.6325453095335593,BTC-USD vs SPY,90
2022-08-03,0.6256629344088928,BTC-USD vs SPY,90
2022-08-04,0.6250994288927474,BTC-USD vs SPY,90
2022-08-05,0.6205693743492162,BTC-USD vs SPY,90
2022-08-08,0.6170777765340261,BTC-USD vs SPY,90
2022-08-09,0.6173301086581061,BTC-USD vs SPY,90
2022-08-10,0.6209311241799191,BTC-USD vs SPY,90
2022-08-11,0.620897988210899,BTC-USD vs SPY,90
2022-08-12,0.6228919757831389,BTC-USD vs SPY,90
2022-08-15,0.6213895659280445,BTC-USD vs SPY,90
2022-08-16,0.6193626056964449,BTC-USD vs SPY,90
2022-08-17,0.619604899350508,BTC-USD vs SPY,90
2022-08-18,0.6197154885232796,BTC-USD vs SPY,90
2022-08-19,0.6131245008711829,BTC-USD vs SPY,90
2022-08-22,0.6094824836369963,BTC-USD vs SPY,90
2022-08-23,0.6061352947466468,BTC-USD vs SPY,90
2022-08-24,0.6042474904910322,BTC-USD vs SPY,90
2022-08-25,0.6072280472793176,BTC-USD vs SPY,90
2022-08-26,0.615363121844749,BTC-USD vs SPY,90
2022-08-29,0.6061342561815434,BTC-USD vs SPY,90
2022-08-30,0.606701581313806,BTC-USD vs SPY,90
2022-08-31,0.6067097087520129,BTC-USD vs SPY,90
2022-09-01,0.6061536106962406,BTC-USD vs SPY,90
2022-09-02,0.596176163405579,BTC-USD vs SPY,90
2022-09-06,0.5953098642740712,BTC-USD vs SPY,90
2022-09-07,0.5996388528637934,BTC-USD vs SPY,90
2022-09-08,0.6044600639876364,BTC-USD vs SPY,90
2022-09-09,0.6057166088204036,BTC-USD vs SPY,90
2022-09-12,0.6098815328012753,BTC-USD vs SPY,90
2022-09-13,0.6240628555291226,BTC-USD vs SPY,90
2022-09-14,0.6087599165925177,BTC-USD vs SPY,90
2022-09-15,0.6097733806777552,BTC-USD vs SPY,90
2022-09-16,0.5822429795863485,BTC-USD vs SPY,90
2022-09-19,0.5838099822576407,BTC-USD vs SPY,90
2022-09-20,0.5800103347945378,BTC-USD vs SPY,90
2022-09-21,0.58035591554786,BTC-USD vs SPY,90
2022-09-22,0.56711175840139,BTC-USD vs SPY,90
2022-09-23,0.5651576268914634,BTC-USD vs SPY,90
2022-09-26,0.5560779016117005,BTC-USD vs SPY,90
2022-09-27,0.5430299899264482,BTC-USD vs SPY,90
2022-09-28,0.5590655980088757,BTC-USD vs SPY,90
2022-09-29,0.5506609505667,BTC-USD vs SPY,90
2022-09-30,0.5708616468082116,BTC-USD vs SPY,90
2022-10-03,0.5801577309626295,BTC-USD vs SPY,90
2022-10-04,0.5876988200084765,BTC-USD vs SPY,90
2022-10-05,0.5971440464144383,BTC-USD vs SPY,90
2022-10-06,0.615831810706932,BTC-USD vs SPY,90
2022-10-07,0.6146867926962872,BTC-USD vs SPY,90
2022-10-10,0.6166760924984727,BTC-USD vs SPY,90
2022-10-11,0.6144251528035553,BTC-USD vs SPY,90
2022-10-12,0.6120380082693454,BTC-USD vs SPY,90
2022-10-13,0.6101854421760479,BTC-USD vs SPY,90
2022-10-14,0.6094153409072202,BTC-USD vs SPY,90
2022-10-17,0.6055988591443615,BTC-USD vs SPY,90
2022-10-18,0.6076849929017946,BTC-USD vs SPY,90
2022-10-19,0.604522181984225,BTC-USD vs SPY,90
2022-10-20,0.5654229423150577,BTC-USD vs SPY,90
2022-10-21,0.5602978196229642,BTC-USD vs SPY,90
2022-10-24,0.5524878926383506,BTC-USD vs SPY,90
2022-10-25,0.5262310613168035,BTC-USD vs SPY,90
2022-10-26,0.5162647541213464,BTC-USD vs SPY,90
2022-10-27,0.5223361856024105,BTC-USD vs SPY,90
2022-10-28,0.5238869346558416,BTC-USD vs SPY,90
2022-10-31,0.5219724940146614,BTC-USD vs SPY,90
2022-11-01,0.5318806533009125,BTC-USD vs SPY,90
2022-11-02,0.5319729456637402,BTC-USD vs SPY,90
2022-11-03,0.5262736858517222,BTC-USD vs SPY,90
2022-11-04,0.5332574424285925,BTC-USD vs SPY,90
2022-11-07,0.5264004868968957,BTC-USD vs SPY,90
2022-11-08,0.49948405165690346,BTC-USD vs SPY,90
2022-11-09,0.5113771597202942,BTC-USD vs SPY,90
2022-11-10,0.5621990765468192,BTC-USD vs SPY,90
2022-11-11,0.5483508763471134,BTC-USD vs SPY,90
2022-11-14,0.543718490854705,BTC-USD vs SPY,90
2022-11-15,0.5410180800913847,BTC-USD vs SPY,90
2022-11-16,0.5401149893746993,BTC-USD vs SPY,90
2022-11-17,0.5495063783235835,BTC-USD vs SPY,90
2022-11-18,0.550754536082579,BTC-USD vs SPY,90
2022-11-21,0.5512718027555269,BTC-USD vs SPY,90
2022-11-22,0.5859387095075712,BTC-USD vs SPY,90
2022-11-23,0.579141030144511,BTC-USD vs SPY,90
2022-11-25,0.5805523098597741,BTC-USD vs SPY,90
2022-11-28,0.5819131929166139,BTC-USD vs SPY,90
2022-11-29,0.5792772710263462,BTC-USD vs SPY,90
2022-11-30,0.5972247592303692,BTC-USD vs SPY,90
2022-12-01,0.5986733568115753,BTC-USD vs SPY,90
2022-12-02,0.582692681780886,BTC-USD vs SPY,90
2022-12-05,0.5769337924399499,BTC-USD vs SPY,90
2022-12-06,0.5749532339272888,BTC-USD vs SPY,90
2022-12-07,0.5749274065399526,BTC-USD vs SPY,90
2022-12-08,0.5759989914589403,BTC-USD vs SPY,90
2022-12-09,0.5814288204370093,BTC-USD vs SPY,90
2022-12-12,0.580834022501209,BTC-USD vs SPY,90
2022-12-13,0.585968497833632,BTC-USD vs SPY,90
2022-12-14,0.5879110783473426,BTC-USD vs SPY,90
2022-12-15,0.5902472303079229,BTC-USD vs SPY,90
2022-12-16,0.5891055228504785,BTC-USD vs SPY,90
2022-12-19,0.5900725934178005,BTC-USD vs SPY,90
2022-12-20,0.5867936260503436,BTC-USD vs SPY,90
2022-12-21,0.5838059958838205,BTC-USD vs SPY,90
2022-12-22,0.5819558754617137,BTC-USD vs SPY,90
2022-12-23,0.5803837378872048,BTC-USD vs SPY,90
2022-12-27,0.5811510499204693,BTC-USD vs SPY,90
2022-12-28,0.5855606806477744,BTC-USD vs SPY,90
2022-12-29,0.5868595725829275,BTC-USD vs SPY,90
2022-12-30,0.5871703853775143,BTC-USD vs SPY,90
2023-01-03,0.5877949907889694,BTC-USD vs SPY,90
2023-01-04,0.5885786192304259,BTC-USD vs SPY,90
2023-01-05,0.569414147617666,BTC-USD vs SPY,90
2023-01-06,0.5757654452262977,BTC-USD vs SPY,90
2023-01-09,0.5732421134794312,BTC-USD vs SPY,90
2023-01-10,0.5776074137645455,BTC-USD vs SPY,90
2023-01-11,0.5808428745293187,BTC-USD vs SPY,90
2023-01-12,0.5767037457874271,BTC-USD vs SPY,90
2023-01-13,0.5754341853526591,BTC-USD vs SPY,90
2023-01-17,0.5720512728292387,BTC-USD vs SPY,90
2023-01-18,0.5757337554415961,BTC-USD vs SPY,90
2023-01-19,0.5709476492851422,BTC-USD vs SPY,90
2023-01-20,0.5779890252251464,BTC-USD vs SPY,90
2023-01-23,0.5328063464578586,BTC-USD vs SPY,90
2023-01-24,0.5327543066726533,BTC-USD vs SPY,90
2023-01-25,0.5281834152204709,BTC-USD vs SPY,90
2023-01-26,0.5283458633565905,BTC-USD vs SPY,90
2023-01-27,0.5283915898955365,BTC-USD vs SPY,90
2023-01-30,0.5293614487699123,BTC-USD vs SPY,90
2023-01-31,0.525731878371724,BTC-USD vs SPY,90
2023-02-01,0.5476454971723838,BTC-USD vs SPY,90
2023-02-02,0.5405142812012692,BTC-USD vs SPY,90
2023-02-03,0.5480367450982426,BTC-USD vs SPY,90
2023-02-06,0.5483326619766677,BTC-USD vs SPY,90
2023-02-07,0.549406497639072,BTC-USD vs SPY,90
2023-02-08,0.5625857495500272,BTC-USD vs SPY,90
2023-02-09,0.5654398692202154,BTC-USD vs SPY,90
2023-02-10,0.5589751777671436,BTC-USD vs SPY,90
2023-02-13,0.5473726135706742,BTC-USD vs SPY,90
2023-02-14,0.545030975461185,BTC-USD vs SPY,90
2023-02-15,0.5218641478594491,BTC-USD vs SPY,90
2023-02-16,0.5256456525601223,BTC-USD vs SPY,90
2023-02-17,0.5144128432819024,BTC-USD vs SPY,90
2023-02-21,0.5160608836519015,BTC-USD vs SPY,90
2023-02-22,0.5170011814656849,BTC-USD vs SPY,90
2023-02-23,0.5191839142997552,BTC-USD vs SPY,90
2023-02-24,0.526221771261264,BTC-USD vs SPY,90
2023-02-27,0.528275704736248,BTC-USD vs SPY,90
2023-02-28,0.5354551397289103,BTC-USD vs SPY,90
2023-03-01,0.530364614405199,BTC-USD vs SPY,90
2023-03-02,0.5276419364031572,BTC-USD vs SPY,90
2023-03-03,0.5044295654143957,BTC-USD vs SPY,90
2023-03-06,0.511331295764499,BTC-USD vs SPY,90
2023-03-07,0.5036023230814284,BTC-USD vs SPY,90
2023-03-08,0.5128572203811538,BTC-USD vs SPY,90
2023-03-09,0.5258877098328123,BTC-USD vs SPY,90
2023-03-10,0.5269171165421274,BTC-USD vs SPY,90
2023-03-13,0.5001901184073833,BTC-USD vs SPY,90
